user_id,skill_name,p_knowledge
1.0,bangun_ruang,0.15882352942618302
1.0,barisan_deret,0.15882352941176495
1.0,eksponen_logaritma,0.15882352941176872
1.0,fungsi_kuadrat,0.15882352941176872
1.0,himpunan,0.1588235294118263
1.0,integral,0.15882352941176495
1.0,matriks,0.15882352941270705
1.0,peluang_dasar,0.15882352941270705
1.0,persamaan_linear_satu_variabel,0.9999975118538004
1.0,teorema_pythagoras,0.15882352941270705
1.0,trigonometri,0.15882352941176872
1.0,turunan,0.15882352941176872
2.0,aljabar_dasar,0.9999997773211557
2.0,bangun_ruang,0.15882352942618302
2.0,barisan_deret,0.1588235294118263
2.0,eksponen_logaritma,0.1588235294118263
2.0,fungsi_kuadrat,0.15882352941176872
2.0,himpunan,0.15882352941176495
2.0,integral,0.1588235294118263
2.0,limit,0.1588235294118263
2.0,matriks,0.15882352941176872
2.0,peluang_dasar,0.15882352941176872
2.0,perbandingan,0.9772288226709103
2.0,sistem_persamaan_linear,0.15882352942618302
2.0,statistika_dasar,0.15882352942618302
2.0,trigonometri,0.15882352941176495
2.0,turunan,0.1588235294118263
3.0,aljabar_dasar,0.9999999999152466
3.0,aritmatika_sosial,0.15915327663739537
3.0,bangun_ruang,0.15882352941270705
3.0,bilangan_bulat,0.9999999846362609
3.0,eksponen_logaritma,0.15882352941270705
3.0,fungsi_kuadrat,0.15882352942618302
3.0,himpunan,0.25220104007274424
3.0,integral,0.15882352941270705
3.0,limit,0.15882352941176495
3.0,peluang_dasar,0.15882352942618302
3.0,sistem_persamaan_linear,0.15882352941176872
3.0,statistika_dasar,0.1588235294118263
3.0,trigonometri,0.15882352941176872
3.0,turunan,0.15882352942618302
4.0,aljabar_dasar,0.9999999846362609
4.0,bangun_ruang,0.15882352942618302
4.0,barisan_deret,0.1588235294118263
4.0,bilangan_bulat,0.9999999986253497
4.0,eksponen_logaritma,0.1588235294118263
4.0,himpunan,0.9966876367579468
4.0,integral,0.15882352942618302
4.0,matriks,0.15882352941176872
4.0,peluang_dasar,0.1588235294118263
4.0,persamaan_linear_satu_variabel,0.999999989413145
4.0,sistem_persamaan_linear,0.15882352941176495
4.0,statistika_dasar,0.1588252999445159
4.0,teorema_pythagoras,0.16511736511164454
4.0,trigonometri,0.15882352941176872
4.0,turunan,0.15882352941176495
5.0,aljabar_dasar,0.9999975112811612
5.0,aritmatika_sosial,0.16513685243479162
5.0,bangun_ruang,0.15882352941194772
5.0,barisan_deret,0.15882352941270705
5.0,bilangan_bulat,0.9999833047816681
5.0,fungsi_kuadrat,0.15882352941176872
5.0,himpunan,0.15882352941176495
5.0,integral,0.1588235294118263
5.0,peluang_dasar,0.15882352942618302
5.0,persamaan_linear_satu_variabel,0.962594245322993
5.0,statistika_dasar,0.15882352941176495
5.0,teorema_pythagoras,0.16511735789549373
5.0,trigonometri,0.1588235294118263
5.0,turunan,0.15882352941270705
6.0,aljabar_dasar,0.9995859488349961
6.0,aritmatika_sosial,0.15923778772852282
6.0,bangun_ruang,0.15923778787898807
6.0,barisan_deret,0.15882352941176872
6.0,bilangan_bulat,0.9999999989384473
6.0,eksponen_logaritma,0.15882352941270705
6.0,himpunan,0.16511735789549373
6.0,integral,0.15882352942618302
6.0,limit,0.15882352941270705
6.0,peluang_dasar,0.1588235294118263
6.0,persamaan_linear_satu_variabel,0.9625948251571886
6.0,sistem_persamaan_linear,0.15882352942618302
6.0,statistika_dasar,0.15882352942618302
6.0,teorema_pythagoras,0.6957446808510697
6.0,trigonometri,0.15882352941270705
7.0,aljabar_dasar,0.9999999982708232
7.0,bangun_ruang,0.15882352941270705
7.0,barisan_deret,0.1588235294118263
7.0,bilangan_bulat,0.9999999998770049
7.0,eksponen_logaritma,0.15882352941176872
7.0,fungsi_kuadrat,0.1588235294118263
7.0,himpunan,0.6957844491551887
7.0,integral,0.15882352942618302
7.0,matriks,0.15882352941176495
7.0,perbandingan,0.6963877123226179
7.0,persamaan_linear_satu_variabel,0.9998133342183296
7.0,sistem_persamaan_linear,0.1588235294118263
7.0,teorema_pythagoras,0.15882352941270705
7.0,trigonometri,0.1588235294118263
8.0,aljabar_dasar,0.9775446518841506
8.0,aritmatika_sosial,0.28228579480638843
8.0,bangun_ruang,0.15882352941176495
8.0,barisan_deret,0.15882352942618302
8.0,bilangan_bulat,0.9999999999860004
8.0,eksponen_logaritma,0.15882352941176872
8.0,fungsi_kuadrat,0.15882352941270705
8.0,himpunan,0.6957842853174644
8.0,integral,0.1588235294118263
8.0,matriks,0.15882352941176872
8.0,peluang_dasar,0.1588235294118263
8.0,perbandingan,0.9965372832560119
8.0,statistika_dasar,0.1588235294118263
8.0,trigonometri,0.1588235294118263
8.0,turunan,0.15882352942618302
9.0,aritmatika_sosial,0.1588235294118263
9.0,eksponen_logaritma,0.15882352942618302
9.0,fungsi_kuadrat,0.15882352941176872
9.0,himpunan,0.15882352941176872
9.0,integral,0.15882352941176872
9.0,limit,0.15882352942618302
9.0,matriks,0.1588235294118263
9.0,peluang_dasar,0.15882352941270705
9.0,perbandingan,0.5863505678172453
9.0,sistem_persamaan_linear,0.15882352941270705
9.0,statistika_dasar,0.1588235294118263
9.0,teorema_pythagoras,0.15882352941270705
9.0,trigonometri,0.15882352941176495
9.0,turunan,0.15882352941176872
10.0,aritmatika_sosial,0.15923778772852282
10.0,bangun_ruang,0.15882352941270705
10.0,barisan_deret,0.15882352941176872
10.0,eksponen_logaritma,0.15882352941176872
10.0,fungsi_kuadrat,0.15882352942618302
10.0,himpunan,0.16965572105224144
10.0,integral,0.15882352941176872
10.0,limit,0.15882352941176495
10.0,peluang_dasar,0.15882352941176872
10.0,perbandingan,0.22954602929977208
10.0,persamaan_linear_satu_variabel,0.7956045120860554
10.0,teorema_pythagoras,0.15882352942618302
10.0,trigonometri,0.1588235294118263
11.0,aljabar_dasar,0.16511736032359203
11.0,aritmatika_sosial,0.15882352942618302
11.0,bangun_ruang,0.15882352941176495
11.0,barisan_deret,0.15882352942618302
11.0,bilangan_bulat,0.9999969464605118
11.0,himpunan,0.15882352941176495
11.0,integral,0.15882352941270705
11.0,limit,0.15882352941176495
11.0,matriks,0.15882352941270705
11.0,peluang_dasar,0.15882352941270705
11.0,perbandingan,0.15882352941176872
11.0,persamaan_linear_satu_variabel,0.15882352942618302
11.0,sistem_persamaan_linear,0.15882352942618302
12.0,aljabar_dasar,0.997168852027562
12.0,aritmatika_sosial,0.16511735790519097
12.0,bangun_ruang,0.15882352941176495
12.0,barisan_deret,0.15882352942618302
12.0,himpunan,0.15882352941176872
12.0,integral,0.1588235294118263
12.0,limit,0.15882352942618302
12.0,matriks,0.15882352941176495
12.0,peluang_dasar,0.15882352941270705
12.0,perbandingan,0.6501566071481019
12.0,sistem_persamaan_linear,0.15882352942618302
12.0,statistika_dasar,0.15882352941176495
12.0,trigonometri,0.15882352941270705
13.0,aljabar_dasar,0.9996892147202281
13.0,bangun_ruang,0.1588235294118263
13.0,bilangan_bulat,0.9967715178085602
13.0,eksponen_logaritma,0.15882352942618302
13.0,fungsi_kuadrat,0.15882352941176872
13.0,himpunan,0.6957446808993141
13.0,integral,0.1588235294118263
13.0,matriks,0.15882352941176872
13.0,peluang_dasar,0.15882352941176872
13.0,perbandingan,0.24581179348582743
13.0,persamaan_linear_satu_variabel,0.9965372779463965
13.0,statistika_dasar,0.15882352941270705
13.0,teorema_pythagoras,0.15882352941176872
13.0,trigonometri,0.15882352942618302
13.0,turunan,0.1588235294118263
14.0,aritmatika_sosial,0.6501566118941209
14.0,barisan_deret,0.15882352941176495
14.0,eksponen_logaritma,0.15882352941176872
14.0,fungsi_kuadrat,0.15882352942618302
14.0,himpunan,0.15882352941270705
14.0,limit,0.15882352941176495
14.0,matriks,0.15882352941176872
14.0,peluang_dasar,0.15882352941176495
14.0,sistem_persamaan_linear,0.1588235294118263
