user_id,skill_name,correct,p_knowledge,pred_correct
1.0,bangun_ruang,0,0.16164383561643833,0
1.0,bangun_ruang,0,0.15900844260822705,0
1.0,bangun_ruang,0,0.15883561772525293,1
1.0,bangun_ruang,0,0.15882431950822576,0
1.0,bangun_ruang,0,0.15882358105210162,0
1.0,bangun_ruang,0,0.1588235327869503,0
1.0,bangun_ruang,0,0.15882352963236504,0
1.0,bangun_ruang,0,0.15882352942618302,0
1.0,barisan_deret,0,0.16164383561643833,0
1.0,barisan_deret,0,0.15900844260822705,0
1.0,barisan_deret,0,0.15883561772525293,0
1.0,barisan_deret,0,0.15882431950822576,1
1.0,barisan_deret,0,0.15882358105210162,0
1.0,barisan_deret,0,0.1588235327869503,0
1.0,barisan_deret,0,0.15882352963236504,0
1.0,barisan_deret,0,0.15882352942618302,0
1.0,barisan_deret,0,0.15882352941270705,0
1.0,barisan_deret,0,0.1588235294118263,0
1.0,barisan_deret,0,0.15882352941176872,0
1.0,barisan_deret,0,0.15882352941176495,1
1.0,eksponen_logaritma,0,0.16164383561643833,0
1.0,eksponen_logaritma,0,0.15900844260822705,0
1.0,eksponen_logaritma,0,0.15883561772525293,1
1.0,eksponen_logaritma,0,0.15882431950822576,0
1.0,eksponen_logaritma,0,0.15882358105210162,0
1.0,eksponen_logaritma,0,0.1588235327869503,1
1.0,eksponen_logaritma,0,0.15882352963236504,0
1.0,eksponen_logaritma,0,0.15882352942618302,0
1.0,eksponen_logaritma,0,0.15882352941270705,0
1.0,eksponen_logaritma,0,0.1588235294118263,0
1.0,eksponen_logaritma,0,0.15882352941176872,0
1.0,fungsi_kuadrat,0,0.16164383561643833,0
1.0,fungsi_kuadrat,0,0.15900844260822705,1
1.0,fungsi_kuadrat,0,0.15883561772525293,0
1.0,fungsi_kuadrat,0,0.15882431950822576,0
1.0,fungsi_kuadrat,0,0.15882358105210162,1
1.0,fungsi_kuadrat,0,0.1588235327869503,0
1.0,fungsi_kuadrat,0,0.15882352963236504,0
1.0,fungsi_kuadrat,0,0.15882352942618302,0
1.0,fungsi_kuadrat,0,0.15882352941270705,1
1.0,fungsi_kuadrat,0,0.1588235294118263,0
1.0,fungsi_kuadrat,0,0.15882352941176872,0
1.0,himpunan,0,0.16164383561643833,0
1.0,himpunan,0,0.15900844260822705,0
1.0,himpunan,0,0.15883561772525293,1
1.0,himpunan,0,0.15882431950822576,1
1.0,himpunan,0,0.15882358105210162,0
1.0,himpunan,0,0.1588235327869503,0
1.0,himpunan,0,0.15882352963236504,0
1.0,himpunan,0,0.15882352942618302,0
1.0,himpunan,0,0.15882352941270705,1
1.0,himpunan,0,0.1588235294118263,0
1.0,integral,0,0.16164383561643833,0
1.0,integral,0,0.15900844260822705,1
1.0,integral,0,0.15883561772525293,0
1.0,integral,0,0.15882431950822576,0
1.0,integral,0,0.15882358105210162,0
1.0,integral,0,0.1588235327869503,1
1.0,integral,0,0.15882352963236504,0
1.0,integral,0,0.15882352942618302,0
1.0,integral,0,0.15882352941270705,0
1.0,integral,0,0.1588235294118263,0
1.0,integral,0,0.15882352941176872,1
1.0,integral,0,0.15882352941176495,0
1.0,matriks,0,0.16164383561643833,0
1.0,matriks,0,0.15900844260822705,1
1.0,matriks,0,0.15883561772525293,0
1.0,matriks,0,0.15882431950822576,0
1.0,matriks,0,0.15882358105210162,0
1.0,matriks,0,0.1588235327869503,0
1.0,matriks,0,0.15882352963236504,1
1.0,matriks,0,0.15882352942618302,1
1.0,matriks,0,0.15882352941270705,0
1.0,peluang_dasar,0,0.16164383561643833,0
1.0,peluang_dasar,0,0.15900844260822705,0
1.0,peluang_dasar,0,0.15883561772525293,0
1.0,peluang_dasar,0,0.15882431950822576,1
1.0,peluang_dasar,0,0.15882358105210162,0
1.0,peluang_dasar,0,0.1588235327869503,0
1.0,peluang_dasar,0,0.15882352963236504,0
1.0,peluang_dasar,0,0.15882352942618302,0
1.0,peluang_dasar,0,0.15882352941270705,0
1.0,persamaan_linear_satu_variabel,1,0.7481481481481481,1
1.0,persamaan_linear_satu_variabel,0,0.2704067321178121,1
1.0,persamaan_linear_satu_variabel,0,0.16714871709011764,0
1.0,persamaan_linear_satu_variabel,0,0.15937273963447018,1
1.0,persamaan_linear_satu_variabel,0,0.15885944742312866,0
1.0,persamaan_linear_satu_variabel,1,0.6957971933483075,1
1.0,persamaan_linear_satu_variabel,1,0.9626031155989494,1
1.0,persamaan_linear_satu_variabel,1,0.9965381274369112,1
1.0,persamaan_linear_satu_variabel,1,0.9996892910975861,1
1.0,persamaan_linear_satu_variabel,1,0.9999721919990846,1
1.0,persamaan_linear_satu_variabel,1,0.9999975118538004,1
1.0,teorema_pythagoras,0,0.16164383561643833,0
1.0,teorema_pythagoras,0,0.15900844260822705,0
1.0,teorema_pythagoras,0,0.15883561772525293,1
1.0,teorema_pythagoras,0,0.15882431950822576,0
1.0,teorema_pythagoras,0,0.15882358105210162,0
1.0,teorema_pythagoras,0,0.1588235327869503,0
1.0,teorema_pythagoras,0,0.15882352963236504,0
1.0,teorema_pythagoras,0,0.15882352942618302,0
1.0,teorema_pythagoras,0,0.15882352941270705,0
1.0,trigonometri,0,0.16164383561643833,0
1.0,trigonometri,0,0.15900844260822705,0
1.0,trigonometri,0,0.15883561772525293,0
1.0,trigonometri,0,0.15882431950822576,0
1.0,trigonometri,0,0.15882358105210162,0
1.0,trigonometri,0,0.1588235327869503,1
1.0,trigonometri,0,0.15882352963236504,0
1.0,trigonometri,0,0.15882352942618302,0
1.0,trigonometri,0,0.15882352941270705,1
1.0,trigonometri,0,0.1588235294118263,1
1.0,trigonometri,0,0.15882352941176872,0
1.0,turunan,0,0.16164383561643833,0
1.0,turunan,0,0.15900844260822705,0
1.0,turunan,0,0.15883561772525293,1
1.0,turunan,0,0.15882431950822576,0
1.0,turunan,0,0.15882358105210162,0
1.0,turunan,0,0.1588235327869503,0
1.0,turunan,0,0.15882352963236504,0
1.0,turunan,0,0.15882352942618302,0
1.0,turunan,0,0.15882352941270705,0
1.0,turunan,0,0.1588235294118263,0
1.0,turunan,0,0.15882352941176872,0
2.0,aljabar_dasar,0,0.16164383561643833,0
2.0,aljabar_dasar,0,0.15900844260822705,1
2.0,aljabar_dasar,0,0.15883561772525293,0
2.0,aljabar_dasar,0,0.15882431950822576,0
2.0,aljabar_dasar,0,0.15882358105210162,0
2.0,aljabar_dasar,1,0.695744756359555,1
2.0,aljabar_dasar,1,0.9625942580241035,1
2.0,aljabar_dasar,1,0.9965372790882453,1
2.0,aljabar_dasar,1,0.9996892147202281,1
2.0,aljabar_dasar,1,0.9999721851615193,1
2.0,aljabar_dasar,1,0.9999975112419879,1
2.0,aljabar_dasar,1,0.9999997773211557,1
2.0,bangun_ruang,0,0.16164383561643833,0
2.0,bangun_ruang,0,0.15900844260822705,0
2.0,bangun_ruang,0,0.15883561772525293,0
2.0,bangun_ruang,0,0.15882431950822576,0
2.0,bangun_ruang,0,0.15882358105210162,1
2.0,bangun_ruang,0,0.1588235327869503,0
2.0,bangun_ruang,0,0.15882352963236504,0
2.0,bangun_ruang,0,0.15882352942618302,0
2.0,barisan_deret,0,0.16164383561643833,0
2.0,barisan_deret,0,0.15900844260822705,0
2.0,barisan_deret,0,0.15883561772525293,0
2.0,barisan_deret,0,0.15882431950822576,0
2.0,barisan_deret,0,0.15882358105210162,0
2.0,barisan_deret,0,0.1588235327869503,0
2.0,barisan_deret,0,0.15882352963236504,1
2.0,barisan_deret,0,0.15882352942618302,0
2.0,barisan_deret,0,0.15882352941270705,0
2.0,barisan_deret,0,0.1588235294118263,0
2.0,eksponen_logaritma,0,0.16164383561643833,0
