student_id,skill,p_knowledge_true,p_guess,p_slip,lesson_log_id,timestamp
1.0,persamaan_linear_satu_variabel,0.5571751948747026,0.3215789473684211,0.17842105263157895,1,2026-01-01 00:00:00
1.0,persamaan_linear_satu_variabel,0.6009988858093095,0.3215789473684211,0.17842105263157895,2,2026-01-02 08:00:00
1.0,persamaan_linear_satu_variabel,0.6362080889509294,0.3215789473684211,0.17842105263157895,3,2026-01-03 04:00:00
1.0,persamaan_linear_satu_variabel,0.6789807460132228,0.3215789473684211,0.17842105263157895,4,2026-01-03 05:00:00
1.0,persamaan_linear_satu_variabel,0.7222713924476976,0.3215789473684211,0.17842105263157895,5,2026-01-03 10:00:00
1.0,persamaan_linear_satu_variabel,0.7763004790467946,0.3215789473684211,0.17842105263157895,6,2026-01-04 08:00:00
1.0,persamaan_linear_satu_variabel,0.806973459290699,0.3215789473684211,0.17842105263157895,7,2026-01-05 05:00:00
1.0,persamaan_linear_satu_variabel,0.853769034052502,0.3215789473684211,0.17842105263157895,8,2026-01-05 10:00:00
1.0,persamaan_linear_satu_variabel,0.8775575207207612,0.3215789473684211,0.17842105263157895,9,2026-01-06 07:00:00
1.0,persamaan_linear_satu_variabel,0.9077876688344176,0.3215789473684211,0.17842105263157895,10,2026-01-06 10:00:00
1.0,persamaan_linear_satu_variabel,0.9259530040869144,0.3215789473684211,0.17842105263157895,11,2026-01-06 16:00:00
1.0,himpunan,0.43050305893180846,0.30894736842105264,0.19105263157894736,12,2026-01-07 08:00:00
1.0,himpunan,0.457380422546356,0.30894736842105264,0.19105263157894736,13,2026-01-08 04:00:00
1.0,himpunan,0.4784029855472444,0.30894736842105264,0.19105263157894736,14,2026-01-08 11:00:00
1.0,himpunan,0.5087555367461306,0.30894736842105264,0.19105263157894736,15,2026-01-09 10:00:00
1.0,himpunan,0.5433930127622129,0.30894736842105264,0.19105263157894736,16,2026-01-10 08:00:00
1.0,himpunan,0.5600081651318644,0.30894736842105264,0.19105263157894736,17,2026-01-10 14:00:00
1.0,himpunan,0.5798327964093948,0.30894736842105264,0.19105263157894736,18,2026-01-11 12:00:00
1.0,himpunan,0.6012603845966096,0.30894736842105264,0.19105263157894736,19,2026-01-12 08:00:00
1.0,himpunan,0.6211665156400022,0.30894736842105264,0.19105263157894736,20,2026-01-13 06:00:00
1.0,himpunan,0.6364758484422088,0.30894736842105264,0.19105263157894736,21,2026-01-14 02:00:00
1.0,teorema_pythagoras,0.4027693524524718,0.30473684210526314,0.19526315789473683,22,2026-01-15 01:00:00
1.0,teorema_pythagoras,0.4232333434094651,0.30473684210526314,0.19526315789473683,23,2026-01-16 00:00:00
1.0,teorema_pythagoras,0.43884611524063505,0.30473684210526314,0.19526315789473683,24,2026-01-16 02:00:00
1.0,teorema_pythagoras,0.4568935705377927,0.30473684210526314,0.19526315789473683,25,2026-01-16 07:00:00
1.0,teorema_pythagoras,0.47593919720856465,0.30473684210526314,0.19526315789473683,26,2026-01-16 13:00:00
1.0,teorema_pythagoras,0.49531081979536706,0.30473684210526314,0.19526315789473683,27,2026-01-16 19:00:00
1.0,teorema_pythagoras,0.5146208750073125,0.30473684210526314,0.19526315789473683,28,2026-01-17 03:00:00
1.0,teorema_pythagoras,0.5286725147267014,0.30473684210526314,0.19526315789473683,29,2026-01-17 04:00:00
1.0,teorema_pythagoras,0.5453133538992616,0.30473684210526314,0.19526315789473683,30,2026-01-17 08:00:00
1.0,peluang_dasar,0.3358649356105025,0.2963157894736842,0.2036842105263158,31,2026-01-18 05:00:00
1.0,peluang_dasar,0.3511155002681696,0.2963157894736842,0.2036842105263158,32,2026-01-19 02:00:00
1.0,peluang_dasar,0.3664689548583916,0.2963157894736842,0.2036842105263158,33,2026-01-19 04:00:00
1.0,peluang_dasar,0.38214920598330554,0.2963157894736842,0.2036842105263158,34,2026-01-20 01:00:00
1.0,peluang_dasar,0.39769627917416456,0.2963157894736842,0.2036842105263158,35,2026-01-21 08:00:00
1.0,peluang_dasar,0.4128262723963913,0.2963157894736842,0.2036842105263158,36,2026-01-21 16:00:00
1.0,peluang_dasar,0.427798954277219,0.2963157894736842,0.2036842105263158,37,2026-01-22 15:00:00
1.0,peluang_dasar,0.44083608569374605,0.2963157894736842,0.2036842105263158,38,2026-01-23 13:00:00
1.0,peluang_dasar,0.4545196547918945,0.2963157894736842,0.2036842105263158,39,2026-01-24 12:00:00
1.0,bangun_ruang,0.30765485533787884,0.29210526315789476,0.20789473684210527,40,2026-01-25 11:00:00
1.0,bangun_ruang,0.3212800384479937,0.29210526315789476,0.20789473684210527,41,2026-01-26 09:00:00
1.0,bangun_ruang,0.3321560251911394,0.29210526315789476,0.20789473684210527,42,2026-01-27 08:00:00
1.0,bangun_ruang,0.34440426437245675,0.29210526315789476,0.20789473684210527,43,2026-01-27 12:00:00
